euri,Top,fmeasure_norel,ave_precision_norel,ndcg
http://dbpedia.org/resource/Benjamin_Franklin,5,0.3448275862068966,0.20833333333333334,1.0
http://dbpedia.org/resource/The_Cosby_Show,5,0.25806451612903225,0.13653846153846153,0.6164336326286644
http://dbpedia.org/resource/Henry_IV_of_France,5,0.32000000000000006,0.2,0.6548086577531307
http://dbpedia.org/resource/Friends,5,0.2857142857142857,0.16521739130434782,0.639945385422766
http://dbpedia.org/resource/Usain_Bolt,5,0.3571428571428571,0.21739130434782608,1.0
http://dbpedia.org/resource/Walt_Disney,5,0.2962962962962963,0.16136363636363635,0.4703652827859579
http://dbpedia.org/resource/Baywatch,5,0.3571428571428571,0.21739130434782608,0.27727342735504823
http://dbpedia.org/resource/Bruce_Lee,5,0.2962962962962963,0.12348484848484849,0.6608397947263839
http://dbpedia.org/resource/J._C._Penney,5,0.5555555555555556,0.38461538461538464,1.0
http://dbpedia.org/resource/Nile,5,0.22222222222222218,0.08712121212121211,0.5296347172140421
http://dbpedia.org/resource/Ferrari,5,0.47619047619047616,0.3125,0.8539316501572937
http://dbpedia.org/resource/Poland,5,0.18750000000000003,0.1111111111111111,0.7227265726449519
http://dbpedia.org/resource/Edward_Teller,5,0.37037037037037035,0.22727272727272727,1.0
http://dbpedia.org/resource/Rice_University,5,0.3478260869565218,0.1787037037037037,0.7860137352654724
http://dbpedia.org/resource/Alan_Turing,5,0.26666666666666666,0.12866666666666668,0.7860137352654724
http://dbpedia.org/resource/Marie_Curie,5,0.2857142857142857,0.16521739130434782,0.8539316501572937
http://dbpedia.org/resource/Vladimir_Putin,5,0.30303030303030304,0.17857142857142858,0.8539316501572937
http://dbpedia.org/resource/Original_Sin_(2001_film),5,0.4,0.25,1.0
http://dbpedia.org/resource/Mike_Turner,5,0.3478260869565218,0.2111111111111111,0.8539316501572937
http://dbpedia.org/resource/Joe_Biden,5,0.2857142857142857,0.13985507246376813,0.4468535299918563
http://dbpedia.org/resource/Yukon_River,5,0.5,0.3333333333333333,1.0
http://dbpedia.org/resource/Reign_of_Fire_(film),5,0.2608695652173913,0.1527777777777778,0.6992148198508501
http://dbpedia.org/resource/Candle_in_the_Wind,5,0.47619047619047616,0.3125,1.0
"http://dbpedia.org/resource/Beverly_Hills,_90210",5,0.26666666666666666,0.152,0.7227265726449519
http://dbpedia.org/resource/Texas,5,0.27777777777777773,0.16129032258064516,1.0
http://dbpedia.org/resource/Seychelles,5,0.2962962962962963,0.17272727272727273,0.8539316501572937
http://dbpedia.org/resource/Never_Let_You_Go_(Justin_Bieber_song),5,0.4347826086956522,0.2777777777777778,0.6608397947263839
http://dbpedia.org/resource/Friedrich_Engel_(mathematician),5,0.32000000000000006,0.13583333333333333,0.5296347172140421
http://dbpedia.org/resource/Love_Me_(Justin_Bieber_song),5,0.3448275862068966,0.20833333333333334,0.8539316501572937
http://dbpedia.org/resource/Norway,5,0.33333333333333337,0.2,0.6608397947263839
http://dbpedia.org/resource/Charles_Darwin,5,0.12903225806451613,0.02820512820512821,0.16958010263680806
http://dbpedia.org/resource/Aladdin_(1992_Disney_film),5,0.3636363636363636,0.1892156862745098,0.6164336326286644
http://dbpedia.org/resource/Mortal_Kombat_Trilogy,5,0.3076923076923077,0.12936507936507938,0.6608397947263839
http://dbpedia.org/resource/Bill_Gates,5,0.3448275862068966,0.20833333333333334,1.0
http://dbpedia.org/resource/Lexus,5,0.4,0.25,0.6608397947263839
http://dbpedia.org/resource/Total_Recall_(1990_film),5,0.3571428571428571,0.21739130434782608,0.8687949224876582
http://dbpedia.org/resource/John_Napier,5,0.45454545454545453,0.29411764705882354,1.0
"http://dbpedia.org/resource/Ann_Arbor,_Michigan",5,0.37037037037037035,0.22727272727272727,1.0
http://dbpedia.org/resource/Family_Feud,5,0.24242424242424243,0.09702380952380953,0.6608397947263839
http://dbpedia.org/resource/Knight_Rider_(1982_TV_series),5,0.3076923076923077,0.18095238095238095,0.34519134224686937
http://dbpedia.org/resource/(What_Is)_Love%3F,5,0.45454545454545453,0.29411764705882354,1.0
http://dbpedia.org/resource/Amsterdam,5,0.32258064516129037,0.19230769230769232,0.6608397947263839
http://dbpedia.org/resource/Argo_(2012_film),5,0.45454545454545453,0.29411764705882354,0.830419897363192
http://dbpedia.org/resource/Crysis_2,5,0.3076923076923077,0.16904761904761903,0.4912596920895758
http://dbpedia.org/resource/Czech_Republic,5,0.27586206896551724,0.13402777777777777,0.7860137352654724
http://dbpedia.org/resource/Manchester_City_F.C.,5,0.32258064516129037,0.19230769230769232,1.0
http://dbpedia.org/resource/Albert_Einstein,5,0.3333333333333333,0.19999999999999998,0.8539316501572937
http://dbpedia.org/resource/England,5,0.4,0.25,0.830419897363192
http://dbpedia.org/resource/Richard_Mentor_Johnson,5,0.25806451612903225,0.14615384615384613,0.5147714448836774
http://dbpedia.org/resource/Barack_Obama,5,0.1935483870967742,0.08717948717948718,0.4703652827859579
http://dbpedia.org/resource/Benjamin_Franklin,10,0.5294117647058825,0.37083333333333335,0.933745776545611
http://dbpedia.org/resource/The_Cosby_Show,10,0.33333333333333337,0.19743589743589743,0.5478527392247046
http://dbpedia.org/resource/Henry_IV_of_France,10,0.5333333333333333,0.36341269841269835,0.7065632165480471
http://dbpedia.org/resource/Friends,10,0.42424242424242425,0.2626984126984127,0.6243301345792677
http://dbpedia.org/resource/Usain_Bolt,10,0.5454545454545454,0.3869565217391305,0.8643145546088337
http://dbpedia.org/resource/Walt_Disney,10,0.5000000000000001,0.3183802308802308,0.5264282969545138
http://dbpedia.org/resource/Baywatch,10,0.6060606060606061,0.43478260869565216,0.5309999066793252
http://dbpedia.org/resource/Bruce_Lee,10,0.5000000000000001,0.27646103896103896,0.5716349530699038
http://dbpedia.org/resource/J._C._Penney,10,0.8695652173913044,0.7692307692307693,0.9363792118010483
http://dbpedia.org/resource/Nile,10,0.4375,0.2158008658008658,0.5501126236272343
http://dbpedia.org/resource/Ferrari,10,0.7692307692307693,0.625,0.9052116356304493
http://dbpedia.org/resource/Poland,10,0.43243243243243246,0.24847148736037622,0.7538142945344393
http://dbpedia.org/resource/Edward_Teller,10,0.625,0.45454545454545453,1.0
http://dbpedia.org/resource/Rice_University,10,0.6428571428571429,0.42061287477954146,0.8611375561264454
http://dbpedia.org/resource/Alan_Turing,10,0.5142857142857143,0.30284126984126986,0.8611375561264454
http://dbpedia.org/resource/Marie_Curie,10,0.5454545454545454,0.35453761214630775,0.7573821447149967
http://dbpedia.org/resource/Vladimir_Putin,10,0.4210526315789473,0.2655328798185941,0.7573821447149967
http://dbpedia.org/resource/Original_Sin_(2001_film),10,0.6666666666666666,0.5,1.0
http://dbpedia.org/resource/Mike_Turner,10,0.6428571428571429,0.4530202821869488,0.9052116356304493
http://dbpedia.org/resource/Joe_Biden,10,0.48484848484848486,0.27729468599033813,0.5676818677290053
http://dbpedia.org/resource/Yukon_River,10,0.8,0.6666666666666666,1.0
http://dbpedia.org/resource/Reign_of_Fire_(film),10,0.5,0.30542328042328043,0.6620158551732016
http://dbpedia.org/resource/Candle_in_the_Wind,10,0.7692307692307693,0.625,1.0
"http://dbpedia.org/resource/Beverly_Hills,_90210",10,0.5142857142857143,0.3261746031746031,0.750637296052051
http://dbpedia.org/resource/Texas,10,0.3902439024390244,0.24583973374295953,0.7917267193679839
http://dbpedia.org/resource/Seychelles,10,0.5000000000000001,0.32570346320346316,0.8389574121760602
http://dbpedia.org/resource/Never_Let_You_Go_(Justin_Bieber_song),10,0.6428571428571429,0.5,0.7162874455029682
http://dbpedia.org/resource/Friedrich_Engel_(mathematician),10,0.6,0.3535515873015873,0.5648901044069581
http://dbpedia.org/resource/Love_Me_(Justin_Bieber_song),10,0.5882352941176471,0.4166666666666667,0.9052116356304493
http://dbpedia.org/resource/Norway,10,0.5714285714285715,0.4,0.7799082337019199
http://dbpedia.org/resource/Charles_Darwin,10,0.3888888888888889,0.1460164835164835,0.3312392961638527
http://dbpedia.org/resource/Aladdin_(1992_Disney_film),10,0.5925925925925927,0.39241363211951447,0.6874708847784536
http://dbpedia.org/resource/Mortal_Kombat_Trilogy,10,0.5806451612903225,0.3367157974300832,0.7104770117651426
http://dbpedia.org/resource/Bill_Gates,10,0.47058823529411764,0.3287037037037037,0.793584067764911
http://dbpedia.org/resource/Lexus,10,0.6,0.445,0.7136540102475308
http://dbpedia.org/resource/Total_Recall_(1990_film),10,0.6060606060606061,0.43478260869565216,0.7791714369672127
http://dbpedia.org/resource/John_Napier,10,0.7407407407407407,0.5882352941176471,1.0
"http://dbpedia.org/resource/Ann_Arbor,_Michigan",10,0.5625000000000001,0.4090909090909091,0.9363792118010483
http://dbpedia.org/resource/Family_Feud,10,0.4210526315789473,0.21721938775510205,0.7136540102475308
http://dbpedia.org/resource/Knight_Rider_(1982_TV_series),10,0.45161290322580644,0.28968253968253965,0.37183505243062814
http://dbpedia.org/resource/(What_Is)_Love%3F,10,0.7407407407407407,0.5882352941176471,1.0
http://dbpedia.org/resource/Amsterdam,10,0.5,0.33803418803418805,0.7104770117651426
http://dbpedia.org/resource/Argo_(2012_film),10,0.7407407407407407,0.5882352941176471,0.8263333286520083
http://dbpedia.org/resource/Crysis_2,10,0.5806451612903225,0.37639833711262277,0.6698623505528798
http://dbpedia.org/resource/Czech_Republic,10,0.5294117647058825,0.3154596560846561,0.8611375561264454
http://dbpedia.org/resource/Manchester_City_F.C.,10,0.5,0.3423076923076923,0.933745776545611
http://dbpedia.org/resource/Albert_Einstein,10,0.6206896551724138,0.42917710944026727,0.9052116356304493
http://dbpedia.org/resource/England,10,0.6666666666666666,0.5,0.8899541168509599
http://dbpedia.org/resource/Richard_Mentor_Johnson,10,0.4444444444444444,0.27901404151404147,0.5431008121547419
http://dbpedia.org/resource/Barack_Obama,10,0.4444444444444444,0.22982295482295478,0.6563033086078546
